r,rr,length_miles,USD2004perMW
CA,NY,2717.0425,2409991.0300000003
CA,OH,2111.8875,1557588.260625
CA,OK,1356.2549999999999,1053117.82
CA,OR,714.1841666666666,650651.865
CA,PA,2458.95125,2069729.36125
CA,RI,2865.645,2593942.035
CA,SC,2357.51625,1867771.80125
CA,SD,1316.0775,1048299.75875
CA,TN,1994.1925,1469850.615
CA,TX,1380.0947727272726,1098750.608409091
CA,UT,730.175,657830.22
CA,VA,2556.2475,2142017.154375
CA,VT,2820.15,2427672.48
CA,WA,962.064375,829377.640625
CA,WI,1812.8875,1334887.5120833332
CA,WV,2245.2712500000002,1750317.0150000001
CA,WY,1029.056875,880273.576875
CO,AL,1152.6375,765389.5725
CO,AR,722.56,436269.10750000004
CO,AZ,635.3475,493213.10375
CO,CA,1019.82875,898021.66625
CO,CT,1876.4099999999999,1692580.605
CO,DE,1676.125,1531296.645
CO,FL,1570.425,1157264.5433333332
CO,GA,1255.3200000000002,892861.49
CO,IA,641.1033333333334,383053.22500000003
CO,ID,764.7916666666666,575254.7733333333
CO,IL,843.31875,508780.78625
CO,IN,981.4533333333334,600198.3816666667
CO,KS,340.6525,206155.365
CO,KY,1054.66875,684494.85375
CO,LA,1004.0074999999999,616675.575
CO,MA,1901.73,1811098.355
CO,MD,1590.1425,1373193.95
CO,ME,1993.605,1987161.295
CO,MI,1091.395,659351.7516666666
CO,MN,701.37875,422165.05874999997
CO,MO,693.6991666666667,421809.0908333333
CO,MS,1000.875,618334.855
CO,MT,701.739,475810.837
CO,NC,1430.32,1113880.27
CO,ND,672.6949999999999,408118.1675
CO,NE,364.185,223481.53833333333
CO,NH,1887.325,1780323.225
CO,NJ,1689.87,1547459.955
CO,NM,432.9275,288745.9125
CO,NV,792.0325,651119.9475
CO,NY,1765.6525,1611279.3
CO,OH,1137.9075,752346.25875
CO,OK,442.1983333333333,268474.02499999997
CO,OR,1032.3216666666667,767303.6833333332
CO,PA,1515.4837499999999,1271562.3587500001
CO,RI,1914.2649999999999,1795230.3050000002
CO,SC,1438.83,1098177.725
CO,SD,467.3925,286256.565
CO,TN,1042.045,676763.075
CO,TX,732.420909090909,483730.5586363636
CO,UT,373.0625,320397.43
CO,VA,1604.31875,1341738.9125
CO,VT,1868.77,1628960.75
CO,WA,1124.9875,831504.5700000001
CO,WI,905.3183333333333,542803.5808333333
CO,WV,1263.165,943794.31
CO,WY,336.54625,236396.2575
CT,AL,1164.495,1466484.65
CT,AR,1439.795,1456166.635
CT,AZ,2444.2,2091849.52
CT,CA,2827.73,2491292.3375
CT,CO,1876.4099999999999,1692580.605
CT,DE,282.89,487781.63
CT,FL,1352.4233333333334,1605120.79
CT,GA,946.5,1240485.81
CT,IA,1262.9466666666667,1323652.3166666667
CT,ID,2396.0933333333332,2090462.3466666667
CT,IL,1041.96,1190948.5225
CT,IN,919.5499999999998,1154468.4266666665
CT,KS,1638.6399999999999,1540016.27
CT,KY,926.945,1209611.5525
CT,LA,1647.375,1595168.63
CT,MA,171.06,336006.34
CT,MD,330.98,545426.755
CT,ME,311.17,572268.44
CT,MI,991.0066666666667,1167322.6266666667
CT,MN,1417.51,1422330.1324999998
CT,MO,1275.8066666666666,1337814.265
CT,MS,1331.865,1482265.2850000001
CT,MT,2132.34,1848901.148
CT,NC,670.605,951042.3500000001
CT,ND,1657.205,1552288.49
CT,NE,1544.0233333333333,1494496.8666666665
CT,NH,195.38,371114.1
CT,NJ,147.97,338834.63
CT,NM,2101.705,1824524.345
CT,NV,2622.88,2265172.8
CT,NY,115.065,229233.18
CT,OH,760.345,1026291.2549999999
CT,OK,1666.7166666666665,1559456.0633333335
CT,OR,2710.4466666666667,2325372.263333333
CT,PA,302.81,559898.5175
CT,RI,119.76,261530.92
CT,SC,833.595,1113052.34
CT,SD,1609.315,1523588.805
CT,TN,969.54,1301036.32
CT,TX,1947.25,1780146.3836363635
CT,UT,2153.13,1915553.73
CT,VA,477.52,735162.4299999999
CT,VT,289.1,440222.54
CT,WA,2677.6975,2301604.375
CT,WI,1142.9766666666667,1256658.935
CT,WV,630.48,1101289.835
CT,WY,1913.6325000000002,1721986.2875
DE,AL,993.655,1163962.88
DE,AR,1216.52,1264502.01
DE,AZ,2243.915,1930565.5525
DE,CA,2627.445,2330008.375
DE,CO,1676.125,1531296.645
DE,CT,282.89,487781.63
DE,FL,1177.7333333333333,1298769.83
DE,GA,771.81,934134.85
DE,IA,1062.6666666666667,1162368.3499999999
DE,ID,2195.8133333333335,1929178.3866666667
DE,IL,825.0375,1029420.8025
DE,IN,699.9733333333334,970060.02
DE,KS,1438.3600000000001,1378732.3
DE,KY,720.2475,944325.5349999999
DE,LA,1244.165,1343910.955
DE,MA,428.45,734348.38
DE,MD,153.055,232954.95500000002
DE,ME,568.48,970610.48
DE,MI,790.7199999999999,1006038.6666666666
DE,MN,1217.2275,1261046.17
DE,MO,1039.5583333333334,1167997.5816666668
DE,MS,1044.1399999999999,1202622.17
DE,MT,1932.054,1687617.184
DE,NC,495.915,644691.39
DE,ND,1456.925,1391004.52
DE,NE,1343.743333333333,1333212.9066666665
DE,NH,444.98,769424.84
DE,NJ,106.54,193885.76
DE,NM,1901.425,1663240.385
DE,NV,2422.5950000000003,2103888.835
DE,NY,288.455,448205.645
DE,OH,511.695,835881.035
DE,OK,1466.43,1398172.1033333333
DE,OR,2510.1666666666665,2164088.296666667
DE,PA,187.6025,311655.7875
DE,RI,393.73,689542.39
DE,SC,658.905,806701.38
DE,SD,1409.0349999999999,1362304.8399999999
DE,TN,802.55,1002343.72
DE,TX,1690.2263636363634,1584227.2800000003
DE,UT,1952.845,1754269.7650000001
DE,VA,281.6075,389318.2525
DE,VT,488.48,681035.59
DE,WA,2477.4175,2140320.4124999996
DE,WI,942.695,1095374.9749999999
DE,WV,476.47,819119.13
DE,WY,1713.3475,1560702.325
FL,AL,463.28999999999996,457596.35333333333
FL,AR,862.4716666666667,731282.8883333333
FL,AZ,1887.5641666666668,1412191.5999999999
FL,CA,2451.6974999999998,1917100.3375000001
FL,CO,1570.425,1157264.5433333332
FL,CT,1352.4233333333334,1605120.79
FL,DE,1177.7333333333333,1298769.83
FL,GA,498.56,486169.3566666667
FL,IA,1324.9533333333334,1009321.318888889
FL,ID,2252.66,1656653.6955555556
FL,IL,1135.2791666666667,916281.4766666666
FL,IN,1008.62,875277.1366666667
FL,KS,1235.1066666666668,957620.5116666667
FL,KY,827.9025,796730.4416666668
FL,LA,651.6316666666667,600172.7066666667
FL,MA,1497.9766666666667,1851687.5366666664
FL,MD,1039.4316666666666,1117791.5266666666
FL,ME,1638.0866666666668,2087949.6333333335
FL,MI,1346.6844444444444,1066957.3166666667
FL,MN,1574.72,1150920.4525
FL,MO,1012.8566666666666,823562.9194444445
FL,MS,597.9316666666667,571944.3133333334
FL,MT,2072.426,1480810.1033333333
FL,NC,688.6283333333334,672730.1666666666
FL,ND,1767.8466666666666,1264657.7766666666
FL,NE,1411.7755555555555,1066471.2955555555
FL,NH,1615.5133333333333,1890910.9066666665
FL,NJ,1226.5466666666669,1352126.2866666666
FL,NM,1524.995,1136930.7466666668
FL,NV,2305.37,1712467.03
FL,NY,1412.2983333333332,1577459.135
FL,OH,1108.5083333333334,1032630.8266666667
FL,OK,1140.5033333333333,899874.8922222223
FL,OR,2531.4155555555553,1863035.138888889
FL,PA,1156.9908333333333,1277429.2283333333
FL,RI,1463.256666666667,1806881.55
FL,SC,551.3516666666667,544147.7033333334
FL,SD,1585.2066666666667,1168747.3733333333
FL,TN,696.9133333333333,686662.0533333333
FL,TX,1155.959090909091,953949.3206060607
FL,UT,1960.67,1448948.3333333333
FL,VA,1001.5708333333333,1047775.1150000001
FL,VT,1638.3266666666666,1781530.5833333333
FL,WA,2590.7225000000003,1908369.2908333333
FL,WI,1348.628888888889,1042413.7772222222
FL,WV,1007.0133333333333,1084022.8683333334
FL,WY,1766.0175,1289554.3166666667
GA,AL,244.0,262444.28
GA,AR,540.37,465245.29500000004
GA,AZ,1605.7375,1172644.73
GA,CA,2165.4300000000003,1663467.0025
GA,CO,1255.3200000000002,892861.49
GA,CT,946.5,1240485.81
GA,DE,771.81,934134.85
GA,FL,498.56,486169.3566666667
GA,IA,828.3666666666667,645887.2466666667
GA,ID,1917.2733333333333,1373696.2533333332
GA,IL,637.86,525940.1225
GA,IN,495.95666666666665,466031.88000000006
GA,KS,913.9200000000001,688196.945
GA,KY,345.51,369119.02
GA,LA,515.37,465088.79500000004
GA,MA,1092.06,1487052.56
GA,MD,623.6800000000001,750945.75
GA,ME,1232.17,1723314.65
GA,MI,836.9433333333333,663716.6533333333
GA,MN,1057.785,773217.9975
GA,MO,584.3016666666666,500617.43166666664
GA,MS,320.54499999999996,331003.06
GA,MT,1681.9260000000002,1170440.972
GA,NC,307.315,331344.785
GA,ND,1257.575,891863.53
GA,NE,1032.9366666666667,766933.0533333333
GA,NH,1108.59,1522129.01
GA,NJ,820.63,987491.31
GA,NM,1241.655,896769.4199999999
GA,NV,2005.67,1456300.8900000001
GA,NY,960.865,1212979.945
GA,OH,577.205,613760.9875
GA,OK,829.61,639002.68
GA,OR,2212.3233333333333,1589635.28
GA,PA,720.3975,895887.0625
GA,RI,1057.34,1442246.57
GA,SC,212.6,225462.945
GA,SD,1153.065,841898.99
GA,TN,238.62,257902.0
GA,TX,987.27,765548.4072727273
GA,UT,1645.275,1176862.57
GA,VA,609.6800000000001,692690.455
GA,VT,1152.09,1433739.76
GA,WA,2240.095,1617748.14
GA,WI,850.0183333333333,651081.3133333334
GA,WV,499.885,662260.425
GA,WY,1423.585,1005510.2725
IA,AL,897.0516666666667,613219.0466666667
IA,AR,530.3433333333334,328976.54833333334
IA,AZ,1207.1166666666666,794181.3966666666
IA,CA,1560.0508333333335,1182856.5291666666
IA,CO,641.1033333333334,383053.22500000003
IA,CT,1262.9466666666667,1323652.3166666667
IA,DE,1062.6666666666667,1162368.3499999999
IA,FL,1324.9533333333334,1009321.318888889
IA,GA,828.3666666666667,645887.2466666667
IA,ID,1143.0111111111112,772347.0433333333
IA,IL,262.9783333333333,155023.2225
IA,IN,448.43888888888887,269720.72444444447
IA,KS,449.795,266536.1583333333
IA,KY,573.3783333333333,381251.2033333333
IA,LA,891.5833333333334,544103.6733333333
IA,MA,1288.2666666666667,1442170.0599999998
IA,MD,963.3233333333333,1018886.4916666667
IA,ME,1380.1466666666668,1618233.0066666666
IA,MI,484.35333333333335,294739.05333333334
IA,MN,261.9325,152303.62416666668
IA,MO,326.0377777777778,199043.74722222224
IA,MS,750.4883333333333,462346.79000000004
IA,MT,874.9886666666666,532403.594
IA,NC,946.0183333333333,806975.5216666666
IA,ND,450.31500000000005,260852.48666666666
IA,NE,305.9822222222222,182551.08222222223
IA,NH,1273.86,1411394.93
IA,NJ,1076.41,1178531.6666666667
IA,NM,886.5733333333334,540242.0133333333
IA,NV,1370.6133333333335,946697.5466666667
IA,NY,1152.1916666666666,1242351.005
IA,OH,580.7608333333334,407355.38083333336
IA,OK,547.9644444444444,324579.62444444443
IA,OR,1459.5788888888887,1007141.901111111
IA,PA,902.025,902634.0666666668
IA,RI,1300.8066666666666,1426302.0099999998
IA,SC,959.8283333333333,813236.725
IA,SD,352.24666666666667,206225.34666666668
IA,TN,593.2366666666667,394479.5266666667
IA,TX,922.3563636363635,586025.463030303
IA,UT,897.5166666666668,596686.395
IA,VA,1051.0283333333334,1011650.21
IA,VT,1255.3100000000002,1260032.46
IA,WA,1420.1725,983719.185
IA,WI,283.4161111111111,172808.11166666666
IA,WV,723.7716666666666,602823.7016666667
IA,WY,660.08,403753.68416666664
ID,AL,1834.92,1265117.7733333334
ID,AR,1411.2849999999999,934726.4066666667
ID,AZ,954.1533333333333,666843.7941666666
ID,CA,802.0491666666667,700476.3091666667
ID,CO,764.7916666666666,575254.7733333333
ID,CT,2396.173333333333,2090462.3466666667
ID,DE,2195.8933333333334,1929178.3866666667
ID,FL,2252.66,1656653.6955555556
ID,GA,1917.2733333333333,1373696.2533333332
ID,IA,1143.0111111111112,772347.0433333333
ID,IL,1394.8391666666666,920354.3041666667
ID,IN,1576.9311111111112,1030349.52
ID,KS,1039.0116666666665,717130.5266666667
ID,KY,1697.4258333333335,1135421.6658333333
ID,LA,1715.625,1140240.9583333333
ID,MA,2421.44,2208980.0966666667
ID,MD,2096.5483333333336,1785696.5216666667
ID,ME,2513.3733333333334,2385043.0366666666
ID,MI,1557.4677777777777,1029210.23
ID,MN,1072.6783333333333,731820.2558333334
ID,MO,1336.558888888889,886584.2688888889
ID,MS,1681.5199999999998,1114558.2033333334
ID,MT,446.9893333333333,352318.67133333336
ID,NC,2074.815,1564151.155
ID,ND,881.545,619074.1349999999
ID,NE,899.8577777777778,626659.3444444444
ID,NH,2407.0833333333335,2178204.9666666663
ID,NJ,2209.633333333333,1945341.6966666665
ID,NM,1049.8483333333334,751573.0116666667
ID,NV,617.595,441959.115
ID,NY,2285.4183333333335,2009161.0416666667
ID,OH,1715.2316666666666,1173671.3616666666
ID,OK,1163.461111111111,794413.2088888888
ID,OR,382.3277777777778,292477.79333333333
ID,PA,2035.2474999999997,1669444.0983333334
ID,RI,2434.0333333333333,2193112.0466666664
ID,SC,2085.065,1561286.6366666667
ID,SD,827.4699999999999,591076.8166666668
ID,TN,1688.93,1134434.5033333332
ID,TX,1435.4099999999999,1008319.1075757575
ID,UT,449.45,325562.80333333334
ID,VA,2182.039166666667,1773643.0425000002
ID,VT,2388.5333333333333,2026842.49
ID,WA,379.52416666666664,290473.4058333333
ID,WI,1342.3716666666667,899422.5044444444
ID,WV,1859.8683333333336,1369636.5883333334
ID,WY,533.1625,427125.85833333334
IL,AL,748.59625,524013.2875
IL,AR,508.355,309129.52
IL,AZ,1408.3006249999999,908299.475625
IL,CA,1808.635,1313547.64625
IL,CO,843.31875,508780.78625
IL,CT,1041.96,1190948.5225
IL,DE,825.0375,1029420.8025
IL,FL,1135.2791666666667,916281.4766666666
IL,GA,637.86,525940.1225
IL,IA,262.9783333333333,155023.2225
IL,ID,1394.8391666666666,920354.3041666667
IL,IN,219.9425,135046.30333333334
IL,KS,603.90375,357591.95375
IL,KY,356.14375,253449.86875
IL,LA,784.84,466823.2425
IL,MA,1067.2775000000001,1309466.2725
IL,MD,709.64,883588.7975
IL,ME,1159.155,1485529.2149999999
IL,MI,332.11,200114.49333333332
IL,MN,444.866875,263170.330625
IL,MO,294.97666666666663,177265.51833333334
IL,MS,614.34,375246.83
IL,MT,1134.6280000000002,682609.5785000001
IL,NC,720.705,675295.535
IL,ND,660.365,387647.35
IL,NE,529.595,318250.39916666667
IL,NH,1052.87,1278691.1425
IL,NJ,842.3925,1045787.3450000001
IL,NM,1066.8875,642434.3125
IL,NV,1615.55125,1090870.675
IL,NY,924.6875,1109626.9525
IL,OH,334.09875,263558.9025
IL,OK,640.6,383216.1966666667
IL,OR,1707.7408333333333,1153374.9733333334
IL,PA,663.088125,769251.40625
IL,RI,1079.8125,1293598.2225
IL,SC,738.30375,684518.1725
IL,SD,611.7425,356962.92375
IL,TN,407.07,279562.5025
IL,TX,990.6138636363637,620978.8079545455
IL,UT,1144.1175,742144.405
IL,VA,810.255,878609.39625
IL,VT,1034.32,1127328.67
IL,WA,1680.123125,1134960.32375
IL,WI,232.61708333333334,139500.64583333334
IL,WV,466.7975,455235.98125
IL,WY,911.38375,552180.199375
IN,AL,666.3016666666666,494117.88666666666
IN,AR,511.6383333333333,319553.01
IN,AZ,1519.9741666666666,982687.1375000001
IN,CA,1954.6850000000002,1404428.8983333334
IN,CO,981.4533333333334,600198.3816666667
IN,CT,919.5499999999998,1154468.4266666665
IN,DE,700.0,970060.02
IN,FL,1008.62,875277.1366666667
IN,GA,495.95666666666665,466031.88000000006
IN,IA,448.43888888888887,269720.72444444447
IN,ID,1576.9311111111112,1030349.52
IN,IL,219.9425,135046.30333333334
IN,KS,714.7733333333334,431950.6483333334
IN,KY,230.42416666666668,191568.52416666667
IN,LA,745.1349999999999,451331.05666666664
IN,MA,944.87,1272986.17
IN,MD,582.3016666666666,805240.4683333334
IN,ME,1036.7433333333333,1449049.1166666665
IN,MI,364.6666666666667,227842.0411111111
IN,MN,634.7958333333333,381681.37916666665
IN,MO,356.21666666666664,220958.49777777778
IN,MS,569.6083333333332,358144.27166666667
IN,MT,1318.8026666666667,796387.3086666666
IN,NC,592.055,609144.5566666666
IN,ND,854.8316666666666,505680.01999999996
IN,NE,703.0377777777778,424657.9822222222
IN,NH,930.46,1242211.04
IN,NJ,704.4266666666667,998114.2366666667
IN,NM,1173.2483333333332,713550.2633333333
IN,NV,1769.4466666666667,1188587.3816666666
IN,NY,799.5916666666667,1068751.565
IN,OH,210.6241666666667,205560.12083333332
IN,OK,728.978888888889,444784.83222222223
IN,OR,1888.5144444444445,1261431.5244444446
IN,PA,536.7341666666666,720027.2208333333
IN,RI,957.4033333333333,1257118.1266666667
IN,SC,608.0450000000001,616183.6916666668
IN,SD,795.7766666666666,470652.4533333333
IN,TN,289.84,222478.7333333333
IN,TX,1026.5451515151515,650836.0951515152
IN,UT,1321.8149999999998,849568.9183333333
IN,VA,681.1158333333333,807106.695
IN,VT,911.91,1090848.57
IN,WA,1864.1358333333335,1248566.6875
IN,WI,383.95222222222225,235368.99388888886
IN,WV,333.65000000000003,384372.82
IN,WY,1092.875,663318.3525
KS,AL,819.9325,567191.37
KS,AR,382.805,232732.235
KS,AZ,809.45375,559433.30625
KS,CA,1299.8525,1019285.845
KS,CO,340.6525,206155.365
KS,CT,1638.6399999999999,1540016.27
KS,DE,1438.3600000000001,1378732.3
KS,FL,1235.1066666666666,957620.5116666667
KS,GA,913.9200000000001,688196.945
KS,IA,449.795,266536.1583333333
KS,ID,1039.0116666666668,717130.5266666667
KS,IL,603.90375,357591.95375
KS,IN,714.7733333333334,431950.6483333334
KS,KY,741.85375,499287.3275
KS,LA,696.6850000000001,431518.32999999996
KS,MA,1663.96,1658534.0150000001
KS,MD,1284.5475000000001,1201972.305
KS,ME,1755.84,1834596.96
KS,MI,878.7833333333333,525316.9716666667
KS,MN,634.085,369912.04125
KS,MO,391.2425,235916.84416666665
KS,MS,666.48,417941.3925
KS,MT,932.789,569206.688
KS,NC,1120.27,928359.1375
KS,ND,708.5825,415913.3625
KS,NE,325.76500000000004,190755.80999999997
KS,NH,1649.55,1627758.885
KS,NJ,1452.1,1394895.62
KS,NM,478.97,295318.33
KS,NV,1130.25,804188.5125
KS,NY,1527.885,1458714.9575
KS,OH,890.13875,591200.7125
KS,OK,206.78,121021.19
KS,OR,1312.8416666666667,913758.185
KS,PA,1261.8700000000001,1117908.5625
KS,RI,1676.5,1642665.97
KS,SC,1091.3075,897393.575
KS,SD,505.50249999999994,296059.97750000004
KS,TN,708.6800000000001,476826.24
KS,TX,564.6686363636363,370731.1472727273
KS,UT,740.6775,499139.23750000005
KS,VA,1312.33625,1164456.9775
KS,VT,1631.0,1476396.41
KS,WA,1398.39625,971078.655
KS,WI,698.2091666666666,421921.5916666666
KS,WV,1011.07,780165.795
KS,WY,578.325,354122.18125
KY,AL,525.22375,458478.21375
KY,AR,495.16625,347872.495
KY,AZ,1545.284375,1048294.815625
KY,CA,2027.2931250000001,1487995.910625
KY,CO,1054.66875,684494.85375
KY,CT,926.945,1209611.5525
KY,DE,720.2475,944325.5349999999
KY,FL,827.9025,796730.4416666668
KY,GA,345.51,369119.02
KY,IA,573.3783333333333,381251.2033333333
KY,ID,1697.4258333333335,1135421.6658333333
KY,IL,356.14375,253449.86875
KY,IN,230.42416666666668,191568.52416666667
KY,KS,741.85375,499287.3275
KY,LA,701.9200000000001,468156.69
KY,MA,1020.77,1364717.58
KY,MD,582.2112500000001,745866.0425
KY,ME,1124.705,1555830.315
KY,MI,562.4658333333333,383297.0283333333
KY,MN,780.24875,502897.9425
KY,MO,391.76708333333335,281495.0366666667
KY,MS,488.05,367980.70125
KY,MT,1441.8515,908332.2529999999
KY,NC,389.85875,462650.91
KY,ND,987.5075,623723.49125
KY,NE,818.9108333333334,526789.3733333334
KY,NH,1014.0975000000001,1350405.3475
KY,NJ,756.035,990178.935
KY,NM,1190.33625,775240.5075000001
KY,NV,1850.1087499999999,1276790.1412499999
KY,NY,870.10875,1123446.12375
KY,OH,283.62125,309162.52625
KY,OK,742.7341666666666,499957.40833333327
KY,OR,2007.7058333333334,1363356.4458333333
KY,PA,600.04,770420.14125
KY,RI,1021.4925,1341615.05
KY,SC,415.87624999999997,481998.2475
KY,SD,918.92,581791.4724999999
KY,TN,168.6525,174726.19
KY,TX,1013.2436363636364,687846.5825
KY,UT,1440.65875,950583.735
KY,VA,573.95,700474.700625
KY,VT,1011.0575,1214786.18
KY,WA,1987.26625,1359642.9325
KY,WI,563.855,376790.5929166667
KY,WV,290.08375,409676.0175
KY,WY,1213.376875,770326.304375
LA,AL,307.1225,259024.37
LA,AR,372.0725,233191.0925
LA,AZ,1324.13375,866867.995
LA,CA,1892.25,1376022.75625
LA,CO,1004.0074999999999,616675.575
LA,CT,1647.375,1595168.63
LA,DE,1244.165,1343910.955
LA,FL,651.6316666666667,600172.7066666667
LA,GA,515.37,465088.79500000004
LA,IA,891.5833333333334,544103.6733333333
