CAMD_STATE,CAMD_FACILITY_NAME,CAMD_PLANT_ID,CAMD_UNIT_ID,CAMD_GENERATOR_ID,CAMD_NAMEPLATE_CAPACITY,CAMD_STATUS,MOD_CAMD_UNIT_ID,MOD_CAMD_GENERATOR_ID,EIA_STATE,EIA_PLANT_NAME,EIA_PLANT_ID,EIA_GENERATOR_ID,PLANT_ID_CHANGE_FLAG,MOD_EIA_PLANT_ID,MOD_EIA_BOILER_ID,MOD_EIA_GENERATOR_ID_BOILER,MOD_EIA_GENERATOR_ID_GEN,MATCH_TYPE_GEN,MATCH_TYPE_BOILER
OH,Gen J M Gavin,8102,2,2,1300,OPR,2,2,OH,"Gavin Power, LLC",8102,2,0,8102,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
OH,Gen J M Gavin,8102,B001,,,OPR,B001,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
OH,Gen J M Gavin,8102,B002,,,OPR,B002,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
CO,Ray D Nixon,8219,1,1,207,OPR,1,1,CO,Ray D Nixon,8219,1,0,8219,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CO,Ray D Nixon,8219,2,GT1,35.8,OPR,2,GT1,CO,Ray D Nixon,8219,GT1,0,8219,,,GT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CO,Ray D Nixon,8219,3,GT2,35.8,OPR,3,GT2,CO,Ray D Nixon,8219,GT2,0,8219,,,GT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
ND,Coyote,8222,B1,1,450,OPR,B1,1,ND,Coyote,8222,1,0,8222,B1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Springerville Generating Station,8223,1,1,424.8,OPR,1,1,AZ,Springerville,8223,1,0,8223,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Springerville Generating Station,8223,2,2,424.8,OPR,2,2,AZ,Springerville,8223,2,0,8223,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Springerville Generating Station,8223,4,4,458.1,OPR,4,4,AZ,Springerville,8223,4,0,8223,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Springerville Generating Station,8223,TS3,3,458.1,OPR,TS3,3,AZ,Springerville,8223,3,0,8223,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
NV,North Valmy,8224,1,1,254.3,OPR,1,1,NV,North Valmy,8224,1,0,8224,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
NV,North Valmy,8224,2,2,267,OPR,2,2,NV,North Valmy,8224,2,0,8224,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
PA,Cheswick,8226,1,1,565,RET,1,1,PA,Cheswick Power Plant,8226,1,0,8226,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
NJ,Glen Gardner,8227,3001,1,19.6,RET,3001,1,NJ,Glen Gardner,8227,1,0,8227,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Glen Gardner,8227,4001,2,19.6,RET,4001,2,NJ,Glen Gardner,8227,2,0,8227,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Glen Gardner,8227,5001,3,19.6,RET,5001,3,NJ,Glen Gardner,8227,3,0,8227,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Glen Gardner,8227,6001,4,19.6,RET,6001,4,NJ,Glen Gardner,8227,4,0,8227,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Glen Gardner,8227,7001,5,19.6,RET,7001,5,NJ,Glen Gardner,8227,5,0,8227,,,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Glen Gardner,8227,8001,6,19.6,RET,8001,6,NJ,Glen Gardner,8227,6,0,8227,,,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Glen Gardner,8227,9001,7,19.6,RET,9001,7,NJ,Glen Gardner,8227,7,0,8227,,,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Glen Gardner,8227,10001,8,19.6,RET,10001,8,NJ,Glen Gardner,8227,8,0,8227,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,Astoria Generating Station,8906,20,2,200,OPR,20,2,NY,Astoria Generating Station,8906,2,0,8906,20,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
NY,Astoria Generating Station,8906,31RH,3,376.2,OPR,31RH,3,NY,Astoria Generating Station,8906,3,0,8906,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,Astoria Generating Station,8906,32SH,3,376.2,OPR,32SH,3,NY,Astoria Generating Station,8906,3,0,8906,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,Astoria Generating Station,8906,41SH,4,387.2,RET,41SH,4,NY,Astoria Generating Station,8906,4,0,8906,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,Astoria Generating Station,8906,42RH,4,387.2,RET,42RH,4,NY,Astoria Generating Station,8906,4,0,8906,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,Astoria Generating Station,8906,51RH,ST5,387.2,OPR,51RH,ST5,NY,Astoria Generating Station,8906,ST5,0,8906,,,ST5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,Astoria Generating Station,8906,52SH,ST5,387.2,OPR,52SH,ST5,NY,Astoria Generating Station,8906,ST5,0,8906,,,ST5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,Astoria Generating Station,8906,CT0001,1,15,OPR,CT0001,1,NY,Astoria Generating Station,8906,1,0,8906,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,RockTenn West Point Mill,10017,2,GEN8,5,OPR,2,GEN8,VA,WestRock-West Point Mill,10017,GEN8,0,10017,,,GEN8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,RockTenn West Point Mill,10017,2,GEN9,10,OPR,2,GEN9,VA,WestRock-West Point Mill,10017,GEN9,0,10017,,,GEN9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,RockTenn West Point Mill,10017,2,GN10,25,OPR,2,GN10,VA,WestRock-West Point Mill,10017,GN10,0,10017,,,GN10,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,RockTenn West Point Mill,10017,2,GN11,15,OPR,2,GN11,VA,WestRock-West Point Mill,10017,GN11,0,10017,,,GN11,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,"RED-Rochester, LLC-Eastman Business Park",10025,3A,41TG,25.6,RET,3A,41TG,NY,"RED-Rochester, LLC",10025,41TG,0,10025,,,41TG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,"RED-Rochester, LLC-Eastman Business Park",10025,3B,42TG,25.6,RET,3B,42TG,NY,"RED-Rochester, LLC",10025,42TG,0,10025,,,42TG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,"RED-Rochester, LLC-Eastman Business Park",10025,4A,43TG,25.6,RET,4A,43TG,NY,"RED-Rochester, LLC",10025,43TG,0,10025,,,43TG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,"RED-Rochester, LLC-Eastman Business Park",10025,4B,44TG,25.6,OPR,4B,44TG,NY,"RED-Rochester, LLC",10025,44TG,0,10025,,,44TG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MA,General Electric Aircraft,10029,3,GEN5,10,RET,3,GEN5,MA,General Electric Aircraft Engines,10029,GEN5,0,10029,3,GEN5,GEN5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
MA,General Electric Aircraft,10029,3,GEN6,10,RET,3,GEN6,MA,General Electric Aircraft Engines,10029,GEN6,0,10029,3,GEN6,GEN6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
MA,General Electric Aircraft,10029,3,GEN7,12.5,RET,3,GEN7,MA,General Electric Aircraft Engines,10029,GEN7,0,10029,3,GEN7,GEN7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
MA,General Electric Aircraft,10029,5,GEN5,10,RET,5,GEN5,MA,General Electric Aircraft Engines,10029,GEN5,0,10029,5,GEN5,GEN5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
MA,General Electric Aircraft,10029,5,GEN6,10,RET,5,GEN6,MA,General Electric Aircraft Engines,10029,GEN6,0,10029,5,GEN6,GEN6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
MA,General Electric Aircraft,10029,5,GEN7,12.5,RET,5,GEN7,MA,General Electric Aircraft Engines,10029,GEN7,0,10029,5,GEN7,GEN7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
MA,General Electric Aircraft,10029,5,GEN8,23,RET,5,GEN8,MA,General Electric Aircraft Engines,10029,GEN8,0,10029,,,GEN8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
DE,Energy Center Dover LLC,10030,1,,,RET,1,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
DE,Energy Center Dover LLC,10030,2,COG1,18,OPR,2,COG1,DE,Energy Center Dover,10030,COG1,0,10030,,,COG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
DE,Energy Center Dover LLC,10030,2,KD-1,50,OPR,2,KD-1,DE,Energy Center Dover,10030,KD-1,0,10030,,,KD-1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
DE,Energy Center Dover LLC,10030,3,KD-2,50,OPR,3,KD-2,DE,Energy Center Dover,10030,KD-2,0,10030,,,KD-2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,"Calpine Gilroy Cogen, LP",10034,S-100,GEN1,90,OPR,S-100,GEN1,CA,Gilroy Power Plant,10034,GEN1,0,10034,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,"Calpine Gilroy Cogen, LP",10034,S-100,GEN2,40,OPR,S-100,GEN2,CA,Gilroy Power Plant,10034,GEN2,0,10034,,,GEN2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Logan Generating Plant,10043,1001,GEN1,230,OPR,1001,GEN1,NJ,Logan Generating Company LP,10043,GEN1,0,10043,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR01A,GEN1,54.2,RET,BLR01A,GEN1,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR01B,GEN1,54.2,RET,BLR01B,GEN1,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR01C,GEN1,54.2,RET,BLR01C,GEN1,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR02A,GEN2,54.2,RET,BLR02A,GEN2,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR02B,GEN2,54.2,RET,BLR02B,GEN2,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR02C,GEN2,54.2,RET,BLR02C,GEN2,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
MN,Taconite Harbor Energy Center,10075,1,GEN1,84,OPR,1,GEN1,MN,Taconite Harbor Energy Center,10075,GEN1,0,10075,1,GEN1,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
MN,Taconite Harbor Energy Center,10075,2,GEN2,84,OPR,2,GEN2,MN,Taconite Harbor Energy Center,10075,GEN2,0,10075,2,GEN2,GEN2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
MN,Taconite Harbor Energy Center,10075,3,GEN3,84,RET,3,GEN3,MN,Taconite Harbor Energy Center,10075,GEN3,0,10075,3,GEN3,GEN3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
NJ,Pedricktown Cogeneration Plant,10099,1001,GEN1,92.2,OPR,1001,GEN1,NJ,Pedricktown Cogeneration Company LP,10099,GEN1,0,10099,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Pedricktown Cogeneration Plant,10099,1001,GEN2,42.4,OPR,1001,GEN2,NJ,Pedricktown Cogeneration Company LP,10099,GEN2,0,10099,,,GEN2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MI,DTE Pontiac North LLC,10111,EUBHB9,GEN1,28,RET,EUBHB9,GEN1,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
PA,Gilberton Power Company,10113,31,GEN1,88.4,OPR,31,GEN1,PA,John B Rich Memorial Power Station,10113,GEN1,0,10113,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
PA,Gilberton Power Company,10113,32,GEN1,88.4,OPR,32,GEN1,PA,John B Rich Memorial Power Station,10113,GEN1,0,10113,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
PA,Colver Green Energy,10143,AAB01,COLV,118,OPR,AAB01,COLV,PA,Colver Power Project,10143,COLV,0,10143,1,COLV,COLV,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
WV,Grant Town Power Plant,10151,1A,GEN1,95.7,OPR,1A,GEN1,WV,Grant Town Power Plant,10151,GEN1,0,10151,1A,1,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
WV,Grant Town Power Plant,10151,1B,GEN1,95.7,OPR,1B,GEN1,WV,Grant Town Power Plant,10151,GEN1,0,10151,1B,1,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
CA,"Fresno Cogeneration Partners, LP",10156,GEN1,GEN2,12.5,OPR,GEN1,GEN2,CA,Fresno Cogen Partners,10156,GEN2,0,10156,1,2,GEN2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
CA,"Fresno Cogeneration Partners, LP",10156,GEN1,GEN4,71.2,OPR,GEN1,GEN4,CA,Fresno Cogen Partners,10156,GEN4,0,10156,,,GEN4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Carson Cogeneration Company,10169,D1,GEN1,45.3,OPR,D1,GEN1,CA,Carson Cogeneration,10169,GEN1,0,10169,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Carson Cogeneration Company,10169,D1,GEN2,10.5,OPR,D1,GEN2,CA,Carson Cogeneration,10169,GEN2,0,10169,1,2,GEN2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
MA,MBTA South Boston Power Facility,10176,A,6,69,OPR,A,6,MA,M Street Jet,10176,NO.6,0,10176,,,6,3_1_Generator (generators) match on plant and gen IDs  Step 1d: Modify IDs; remove leading letters,
MA,MBTA South Boston Power Facility,10176,B,6,69,OPR,B,6,MA,M Street Jet,10176,NO.6,0,10176,,,6,3_1_Generator (generators) match on plant and gen IDs  Step 1d: Modify IDs; remove leading letters,
NY,"Castleton Power, LLC",10190,1,GEN1,47,OPR,1,GEN1,NY,Castleton Energy Center,10190,GEN1,0,10190,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NY,"Castleton Power, LLC",10190,1,GEN2,25,OPR,1,GEN2,NY,Castleton Energy Center,10190,GEN2,0,10190,1,2,GEN2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
OH,Pixelle Specialty Solutions LLC,10244,B002,T-10,10.7,OPR,B002,T-10,OH,Pixelle Specialty Solutions LLC - Chillicothe Facility,10244,T-10,0,10244,2,10,T-10,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
OH,Pixelle Specialty Solutions LLC,10244,B002,T-11,24,OPR,B002,T-11,OH,Pixelle Specialty Solutions LLC - Chillicothe Facility,10244,T-11,0,10244,2,11,T-11,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
OH,Pixelle Specialty Solutions LLC,10244,B002,T-12,31,OPR,B002,T-12,OH,Pixelle Specialty Solutions LLC - Chillicothe Facility,10244,T-12,0,10244,2,12,T-12,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
OH,Pixelle Specialty Solutions LLC,10244,B002,T-13,27.2,OPR,B002,T-13,OH,Pixelle Specialty Solutions LLC - Chillicothe Facility,10244,T-13,0,10244,2,13,T-13,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
OH,Pixelle Specialty Solutions LLC,10244,B003,T-10,10.7,OPR,B003,T-10,OH,Pixelle Specialty Solutions LLC - Chillicothe Facility,10244,T-10,0,10244,,,T-10,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
OH,Pixelle Specialty Solutions LLC,10244,B003,T-11,24,OPR,B003,T-11,OH,Pixelle Specialty Solutions LLC - Chillicothe Facility,10244,T-11,0,10244,,,T-11,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
OH,Pixelle Specialty Solutions LLC,10244,B003,T-12,31,OPR,B003,T-12,OH,Pixelle Specialty Solutions LLC - Chillicothe Facility,10244,T-12,0,10244,,,T-12,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
OH,Pixelle Specialty Solutions LLC,10244,B003,T-13,27.2,OPR,B003,T-13,OH,Pixelle Specialty Solutions LLC - Chillicothe Facility,10244,T-13,0,10244,,,T-13,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
TN,"Domtar Paper Co., LLC - Kingsport Mill",10252,REC2,NO1,72,OPR,REC2,NO1,TN,Domtar Kingsport Mill,10252,NO.1,0,10252,REC2,NO1,NO1,3_1_Generator (generators) match on plant and gen IDs  Step 1b: Modify IDs; remove special chars,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2b: Modify IDs; remove special chars"
CA,King City Power Plant,10294,2,CTG1,47.3,OPR,2,CTG1,CA,King City Peaking,55811,CTG1,0,55811,,,,Manual Match,Manual Match
CA,King City Power Plant,10294,GTG,GTG,90.8,OPR,GTG,GTG,CA,King City Power Plant,10294,GTG,0,10294,,,GTG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,King City Power Plant,10294,GTG,STG,42.4,OPR,GTG,STG,CA,King City Power Plant,10294,STG,0,10294,,,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
TX,Air Liquide Bayport Complex,10298,CG801,GEN1,75,OPR,CG801,GEN1,TX,Bayou Cogen Plant,10298,GEN1,0,10298,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
TX,Air Liquide Bayport Complex,10298,CG802,GEN2,75,OPR,CG802,GEN2,TX,Bayou Cogen Plant,10298,GEN2,0,10298,,,GEN2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
TX,Air Liquide Bayport Complex,10298,CG803,GEN3,75,OPR,CG803,GEN3,TX,Bayou Cogen Plant,10298,GEN3,0,10298,,,GEN3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
TX,Air Liquide Bayport Complex,10298,CG804,GEN4,75,OPR,CG804,GEN4,TX,Bayou Cogen Plant,10298,GEN4,0,10298,,,GEN4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MA,Bellingham,10307,1,CT1,128.7,OPR,1,CT1,MA,Bellingham Cogeneration Facility,10307,CT1,0,10307,,,CT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MA,Bellingham,10307,1,ST1,128.7,OPR,1,ST1,MA,Bellingham Cogeneration Facility,10307,ST1,0,10307,1,1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
MA,Bellingham,10307,2,CT2,128.7,OPR,2,CT2,MA,Bellingham Cogeneration Facility,10307,CT2,0,10307,,,CT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MA,Bellingham,10307,2,ST1,128.7,OPR,2,ST1,MA,Bellingham Cogeneration Facility,10307,ST1,0,10307,2,1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
NJ,Sayreville Power LP,10308,1001,CT1,143.4,OPR,1001,CT1,NJ,Sayreville Cogeneration Facility,10308,CT1,0,10308,,,CT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Sayreville Power LP,10308,1001,ST1,143.4,OPR,1001,ST1,NJ,Sayreville Cogeneration Facility,10308,ST1,0,10308,,,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Sayreville Power LP,10308,1002,CT2,143.4,OPR,1002,CT2,NJ,Sayreville Cogeneration Facility,10308,CT2,0,10308,,,CT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Sayreville Power LP,10308,1002,ST1,143.4,OPR,1002,ST1,NJ,Sayreville Cogeneration Facility,10308,ST1,0,10308,,,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MI,T B Simon Power Plant,10328,UNIT1,GEN1,12.5,OPR,UNIT1,GEN1,MI,T B Simon Power Plant,10328,GEN1,0,10328,1,1,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
MI,T B Simon Power Plant,10328,UNIT2,GEN2,12.5,OPR,UNIT2,GEN2,MI,T B Simon Power Plant,10328,GEN2,0,10328,2,2,GEN2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
MI,T B Simon Power Plant,10328,UNIT3,GEN3,15,OPR,UNIT3,GEN3,MI,T B Simon Power Plant,10328,GEN3,0,10328,3,3,GEN3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
MI,T B Simon Power Plant,10328,UNIT4,GEN4,21,OPR,UNIT4,GEN4,MI,T B Simon Power Plant,10328,GEN4,0,10328,4,4,GEN4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
FL,Brooksville Power Plant,10333,1,GEN1,80,RET,1,GEN1,FL,Florida Power Development,10333,GEN1,0,10333,1,GEN1,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
PA,Mt. Carmel Cogeneration,10343,SG-101,TG1,46,OPR,SG-101,TG1,PA,Foster Wheeler Mt Carmel Cogen,10343,TG1,0,10343,SG-101,TG1,TG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Yuba City Energy Center,10349,2,GEN1,49.5,OPR,2,GEN1,CA,Greenleaf 2 Power Plant,10349,GEN1,0,10349,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Greenleaf One,10350,1,GEN1,49.5,RET,1,GEN1,CA,Greenleaf 1 Power Plant,10350,GEN1,0,10350,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Greenleaf One,10350,1,GEN2,20,RET,1,GEN2,CA,Greenleaf 1 Power Plant,10350,GEN2,0,10350,,,GEN2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,City Point Energy Center,10377,BLR01A,GEN1,54.2,RET,BLR01A,GEN1,VA,James River Genco LLC,10377,GEN1,0,10377,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,City Point Energy Center,10377,BLR01B,GEN1,54.2,RET,BLR01B,GEN1,VA,James River Genco LLC,10377,GEN1,0,10377,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
