CAMD_STATE,CAMD_FACILITY_NAME,CAMD_PLANT_ID,CAMD_UNIT_ID,CAMD_GENERATOR_ID,CAMD_NAMEPLATE_CAPACITY,CAMD_STATUS,MOD_CAMD_UNIT_ID,MOD_CAMD_GENERATOR_ID,EIA_STATE,EIA_PLANT_NAME,EIA_PLANT_ID,EIA_GENERATOR_ID,PLANT_ID_CHANGE_FLAG,MOD_EIA_PLANT_ID,MOD_EIA_BOILER_ID,MOD_EIA_GENERATOR_ID_BOILER,MOD_EIA_GENERATOR_ID_GEN,MATCH_TYPE_GEN,MATCH_TYPE_BOILER
AZ,Yucca Power Plant,120,CT6,GT6,60.5,OPR,CT6,GT6,AZ,Yucca,120,GT6,0,120,,,GT6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
AZ,De Moss Petrie Generating Station,124,GT1,GT2,85,OPR,GT1,GT2,AZ,Demoss Petrie,124,GT2,0,124,,,GT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
AZ,Irvington Generating Station,126,1,ST1,108.8,RET,1,ST1,AZ,H Wilson Sundt Generating Station,126,ST1,0,126,1,ST1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Irvington Generating Station,126,2,ST2,108.8,RET,2,ST2,AZ,H Wilson Sundt Generating Station,126,ST2,0,126,2,ST2,ST2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Irvington Generating Station,126,3,ST3,113.6,OPR,3,ST3,AZ,H Wilson Sundt Generating Station,126,ST3,0,126,3,ST3,ST3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Irvington Generating Station,126,4,4,173.3,OPR,4,4,AZ,H Wilson Sundt Generating Station,126,4,0,126,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
TX,Oklaunion Power Station,127,1,1,663.9,LTCS,1,1,TX,Oklaunion,127,1,0,127,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
SC,Cross,130,1,1,590.9,OPR,1,1,SC,Cross,130,1,0,130,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
SC,Cross,130,2,2,556.2,OPR,2,2,SC,Cross,130,2,0,130,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
SC,Cross,130,3,3,580,OPR,3,3,SC,Cross,130,3,0,130,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
SC,Cross,130,4,4,580,OPR,4,4,SC,Cross,130,4,0,130,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
FL,Seminole (136),136,1,1,714.6,OPR,1,1,FL,Seminole (FL),136,1,0,136,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
FL,Seminole (136),136,2,2,714.6,OPR,2,2,FL,Seminole (FL),136,2,0,136,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Agua Fria Generating Station,141,1,AF1,113.6,OPR,1,AF1,AZ,Agua Fria,141,AF1,0,141,1,AF1,AF1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Agua Fria Generating Station,141,2,AF2,113.6,OPR,2,AF2,AZ,Agua Fria,141,AF2,0,141,2,AF2,AF2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Agua Fria Generating Station,141,3,AF3,163.2,OPR,3,AF3,AZ,Agua Fria,141,AF3,0,141,3,AF3,AF3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Kyrene Generating Station,147,K-7,KY7,170,OPR,K-7,KY7,AZ,Kyrene,147,KY7,0,147,,,KY7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
AZ,Kyrene Generating Station,147,K-7,KY7A,122,OPR,K-7,KY7A,AZ,Kyrene,147,KY7A,0,147,K-7,KY7A,KY7A,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Apache Station,160,1,ST1,85.05,OPR,1,ST1,AZ,Apache Station,160,ST1,0,160,1,ST1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Apache Station,160,2,ST2,194.7,OPR,2,ST2,AZ,Apache Station,160,ST2,0,160,2,ST2,ST2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Apache Station,160,3,ST3,194.7,OPR,3,ST3,AZ,Apache Station,160,ST3,0,160,3,ST3,ST3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AZ,Apache Station,160,4,GT4,60.5,OPR,4,GT4,AZ,Apache Station,160,GT4,0,160,,,GT4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
OK,Grand River Dam Authority,165,1,1,490,OPR,1,1,OK,GREC,165,1,0,165,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
OK,Grand River Dam Authority,165,2,2,520,OPR,2,2,OK,GREC,165,2,0,165,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
OK,Grand River Dam Authority,165,3,3CT,365.5,OPR,3,3CT,OK,GREC,165,3CT,0,165,,,3CT,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
OK,Grand River Dam Authority,165,3,3ST,204,OPR,3,3ST,OK,GREC,165,3ST,0,165,3,3ST,3ST,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Cecil Lynch,167,2,2,69,RET,2,2,AR,Cecil Lynch,167,2,0,167,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Cecil Lynch,167,3,3,156.3,RET,3,3,AR,Cecil Lynch,167,3,0,167,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Hamilton Moses,168,1,1,69,RET,1,1,AR,Hamilton Moses,168,1,0,168,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Hamilton Moses,168,2,2,69,RET,2,2,AR,Hamilton Moses,168,2,0,168,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Harvey Couch,169,1,1,26.6,RET,1,1,AR,Harvey Couch,169,1,0,169,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Harvey Couch,169,2,2,156.3,RET,2,2,AR,Harvey Couch,169,2,0,169,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Lake Catherine,170,1,1,40,RET,1,1,AR,Lake Catherine,170,1,0,170,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Lake Catherine,170,2,2,40,RET,2,2,AR,Lake Catherine,170,2,0,170,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Lake Catherine,170,3,3,119.5,RET,3,3,AR,Lake Catherine,170,3,0,170,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Lake Catherine,170,4,4,552.5,OPR,4,4,AR,Lake Catherine,170,4,0,170,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Robert E Ritchie,173,1,1,359,RET,1,1,AR,Robert E Ritchie,173,1,0,173,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Robert E Ritchie,173,2,2,544.6,RET,2,2,AR,Robert E Ritchie,173,2,0,173,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Thomas Fitzhugh,201,2,1,59,OPR,2,1,AR,Thomas Fitzhugh,201,1,0,201,2,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,Thomas Fitzhugh,201,2,2,106,OPR,2,2,AR,Thomas Fitzhugh,201,2,0,201,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
AR,Carl Bailey,202,1,1,120,OPR,1,1,AR,Carl Bailey,202,1,0,202,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
AR,McClellan,203,1,1,136,OPR,1,1,AR,McClellan (AR),203,1,0,203,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
FL,St. Johns River Power,207,1,1,679.6,RET,1,1,FL,St Johns River Power Park,207,1,0,207,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
FL,St. Johns River Power,207,2,2,679.6,RET,2,2,FL,St Johns River Power Park,207,2,0,207,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Contra Costa Generating Station,228,10,7,359,RET,10,7,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,Contra Costa Generating Station,228,9,6,359,RET,9,6,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,Humboldt Bay,246,1,ST1,51.2,RET,1,ST1,CA,Humboldt Bay,246,ST1,0,246,1,ST1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Humboldt Bay,246,2,ST2,51.2,RET,2,ST2,CA,Humboldt Bay,246,ST2,0,246,2,ST2,ST2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Morro Bay Power Plant,259,1,1,169.1,RET,1,1,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,Morro Bay Power Plant,259,2,2,169.1,RET,2,2,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,Morro Bay Power Plant,259,3,3,359,RET,3,3,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,Morro Bay Power Plant,259,4,4,359,RET,4,4,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,Moss Landing Power Plant,260,1A,CT1A,275,OPR,1A,CT1A,CA,Dynegy Moss Landing Power Plant,260,CT1A,0,260,,,CT1A,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Moss Landing Power Plant,260,1A,ST1,233,OPR,1A,ST1,CA,Dynegy Moss Landing Power Plant,260,ST1,0,260,,,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Moss Landing Power Plant,260,2A,CT1B,275,OPR,2A,CT1B,CA,Dynegy Moss Landing Power Plant,260,CT1B,0,260,,,CT1B,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Moss Landing Power Plant,260,2A,ST1,233,OPR,2A,ST1,CA,Dynegy Moss Landing Power Plant,260,ST1,0,260,,,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Moss Landing Power Plant,260,3A,CT2A,275,OPR,3A,CT2A,CA,Dynegy Moss Landing Power Plant,260,CT2A,0,260,,,CT2A,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Moss Landing Power Plant,260,3A,ST2,233,OPR,3A,ST2,CA,Dynegy Moss Landing Power Plant,260,ST2,0,260,,,ST2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Moss Landing Power Plant,260,4A,CT2B,275,OPR,4A,CT2B,CA,Dynegy Moss Landing Power Plant,260,CT2B,0,260,,,CT2B,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Moss Landing Power Plant,260,4A,ST2,233,OPR,4A,ST2,CA,Dynegy Moss Landing Power Plant,260,ST2,0,260,,,ST2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Moss Landing Power Plant,260,1-Jun,6,811.8,RET,1-Jun,6,CA,Dynegy Moss Landing Power Plant,260,6,0,260,1-Jun,6,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Moss Landing Power Plant,260,1-Jul,7,811.8,RET,1-Jul,7,CA,Dynegy Moss Landing Power Plant,260,7,0,260,1-Jul,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Pittsburg Generating Station (CA),271,5,5,326.4,RET,5,5,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,Pittsburg Generating Station (CA),271,6,6,326,RET,6,6,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,Pittsburg Generating Station (CA),271,7,7,751.1,RET,7,7,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,Potrero Generating Station,273,1-Mar,3,217.9,RET,1-Mar,3,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
TX,Limestone,298,LIM1,1,813.4,OPR,LIM1,1,TX,Limestone,298,1,0,298,LIM1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
TX,Limestone,298,LIM2,2,813.4,OPR,LIM2,2,TX,Limestone,298,2,0,298,LIM2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Cabrillo Power I Encina Power Station,302,1,ST1,110.25,RET,1,ST1,CA,Encina,302,ST1,0,302,1,ST1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Cabrillo Power I Encina Power Station,302,10,CEC10,105.3,OPR,10,CEC10,CA,Carlsbad Energy Center,59002,CEC10,0,59002,,,,Manual Match,Manual Match
CA,Cabrillo Power I Encina Power Station,302,2,2,104,RET,2,2,CA,Encina,302,2,0,302,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Cabrillo Power I Encina Power Station,302,3,3,110,RET,3,3,CA,Encina,302,3,0,302,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Cabrillo Power I Encina Power Station,302,4,4,287,RET,4,4,CA,Encina,302,4,0,302,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Cabrillo Power I Encina Power Station,302,5,5,315,RET,5,5,CA,Encina,302,5,0,302,5,5,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Cabrillo Power I Encina Power Station,302,6,CEC6,105.3,OPR,6,CEC6,CA,Carlsbad Energy Center,59002,CEC 6,0,59002,,,,Manual Match,Manual Match
CA,Cabrillo Power I Encina Power Station,302,7,CEC7,105.3,OPR,7,CEC7,CA,Carlsbad Energy Center,59002,CEC 7,0,59002,,,,Manual Match,Manual Match
CA,Cabrillo Power I Encina Power Station,302,8,CEC8,105.3,OPR,8,CEC8,CA,Carlsbad Energy Center,59002,CEC 8,0,59002,,,,Manual Match,Manual Match
CA,Cabrillo Power I Encina Power Station,302,9,CEC9,105.3,OPR,9,CEC9,CA,Carlsbad Energy Center,59002,CEC 9,0,59002,,,,Manual Match,Manual Match
CA,"Dynegy South Bay, LLC",310,1,ST1,136,RET,1,ST1,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,"Dynegy South Bay, LLC",310,2,2,136,RET,2,2,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
CA,AES Alamitos,315,1,1,163.2,RET,1,1,CA,AES Alamitos LLC,315,1,0,315,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,AES Alamitos,315,2,2,163.2,RET,2,2,CA,AES Alamitos LLC,315,2,0,315,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,AES Alamitos,315,3,3,333,OPR,3,3,CA,AES Alamitos LLC,315,3,0,315,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,AES Alamitos,315,4,4,333,OPR,4,4,CA,AES Alamitos LLC,315,4,0,315,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,AES Alamitos,315,5,5,495,OPR,5,5,CA,AES Alamitos LLC,315,5,0,315,5,5,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,AES Alamitos,315,6,6,495,RET,6,6,CA,AES Alamitos LLC,315,6,0,315,6,6,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Coolwater Generating Station,329,1,1,65.3,RET,1,1,CA,Coolwater,329,1,0,329,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Coolwater Generating Station,329,2,2,81.6,RET,2,2,CA,Coolwater,329,2,0,329,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Coolwater Generating Station,329,31,30,120,RET,31,30,CA,Coolwater,329,30,0,329,31,30,30,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Coolwater Generating Station,329,31,31,85,RET,31,31,CA,Coolwater,329,31,0,329,,,31,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Coolwater Generating Station,329,32,30,120,RET,32,30,CA,Coolwater,329,30,0,329,32,30,30,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Coolwater Generating Station,329,32,32,85,RET,32,32,CA,Coolwater,329,32,0,329,,,32,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Coolwater Generating Station,329,41,40,120,RET,41,40,CA,Coolwater,329,40,0,329,41,40,40,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Coolwater Generating Station,329,41,41,85,RET,41,41,CA,Coolwater,329,41,0,329,,,41,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Coolwater Generating Station,329,42,40,120,RET,42,40,CA,Coolwater,329,40,0,329,42,40,40,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Coolwater Generating Station,329,42,42,85,RET,42,42,CA,Coolwater,329,42,0,329,,,42,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,El Segundo,330,3,3,335,RET,3,3,CA,El Segundo Power,330,3,0,330,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,El Segundo,330,4,4,335,RET,4,4,CA,El Segundo Power,330,4,0,330,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,El Segundo,330,5,5,198,OPR,5,5,CA,El Segundo Energy Center LLC,57901,5,1,330,,,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,El Segundo,330,5,6,70,OPR,5,6,CA,El Segundo Energy Center LLC,57901,6,1,330,,,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,El Segundo,330,7,7,198,OPR,7,7,CA,El Segundo Energy Center LLC,57901,7,1,330,,,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,El Segundo,330,7,8,70,OPR,7,8,CA,El Segundo Energy Center LLC,57901,8,1,330,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Etiwanda Generating Station,331,3,3,333,RET,3,3,CA,Etiwanda Generating Station,331,3,0,331,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Etiwanda Generating Station,331,4,4,333,RET,4,4,CA,Etiwanda Generating Station,331,4,0,331,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,AES Huntington Beach,335,1,1,217.6,RET,1,1,CA,AES Huntington Beach LLC,335,1,0,335,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,AES Huntington Beach,335,2,2,217.6,OPR,2,2,CA,AES Huntington Beach LLC,335,2,0,335,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,AES Huntington Beach,335,3A,3,225,RET,3A,3,CA,AES Huntington Beach LLC,335,3,0,335,3A,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,AES Huntington Beach,335,4A,4,227,RET,4A,4,CA,AES Huntington Beach LLC,335,4,0,335,4A,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Long Beach Generating Station,341,1,CT1,63,OPR,1,CT1,CA,Long Beach Generation LLC,341,CT1,0,341,,,CT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Long Beach Generating Station,341,2,CT2,63,OPR,2,CT2,CA,Long Beach Generation LLC,341,CT2,0,341,,,CT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Long Beach Generating Station,341,3,CT3,63,OPR,3,CT3,CA,Long Beach Generation LLC,341,CT3,0,341,,,CT3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Long Beach Generating Station,341,4,CT4,63,OPR,4,CT4,CA,Long Beach Generation LLC,341,CT4,0,341,,,CT4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Mandalay Generating Station,345,1,1,217.6,RET,1,1,CA,Mandalay,345,1,0,345,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Mandalay Generating Station,345,2,2,217.6,RET,2,2,CA,Mandalay,345,2,0,345,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
